,hashtags,symbols,user_mentions,urls,media
733,"[{'text': 'CHIvATL', 'indices': [42, 50]}]",[],[],[],"[{'id': 1310364954189533184, 'id_str': '1310364954189533184', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Ei9Z-7SWkAAMgfO.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Ei9Z-7SWkAAMgfO.jpg', 'url': 'https://t.co/TugdGfvTvY', 'display_url': 'pic.twitter.com/TugdGfvTvY', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310365216690122752/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 750, 'resize': 'fit'}, 'large': {'w': 750, 'h': 750, 'resize': 'fit'}}}]"
734,"[{'text': 'CHIvATL', 'indices': [12, 20]}]",[],[],[],"[{'id': 1310363145433686016, 'id_str': '1310363145433686016', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/Ei9YVpJWoAA897R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9YVpJWoAA897R.jpg', 'url': 'https://t.co/FhyhbuYPnO', 'display_url': 'pic.twitter.com/FhyhbuYPnO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310363278636470272/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
735,"[{'text': 'CFFC', 'indices': [46, 51]}, {'text': 'cf97', 'indices': [52, 57]}]",[],"[{'screen_name': 'E2TheBam', 'name': 'Elliott Bambrough', 'id': 18431973, 'id_str': '18431973', 'indices': [3, 12]}, {'screen_name': 'ChicagoFire', 'name': 'Chicago Fire FC', 'id': 21677316, 'id_str': '21677316', 'indices': [27, 39]}]",[],
736,[],[],[],[],
737,[],[],[],[],"[{'id': 1310359778061885441, 'id_str': '1310359778061885441', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/Ei9VdtTXkAAY1zE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9VdtTXkAAY1zE.jpg', 'url': 'https://t.co/UShqib59mh', 'display_url': 'pic.twitter.com/UShqib59mh', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310360460345126914/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
738,[],[],"[{'screen_name': 'markbruker', 'name': 'Mark Bruker', 'id': 27674716, 'id_str': '27674716', 'indices': [0, 11]}]",[],
739,[],[],[],[],"[{'id': 1310356201507614721, 'id_str': '1310356201507614721', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/Ei9SBdAXcAEQ51u.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9SBdAXcAEQ51u.jpg', 'url': 'https://t.co/wTQjWPZ7IH', 'display_url': 'pic.twitter.com/wTQjWPZ7IH', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310357205770788865/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
740,[],[],"[{'screen_name': 'SoldierField', 'name': 'Soldier Field', 'id': 119178220, 'id_str': '119178220', 'indices': [34, 47]}]",[],"[{'id': 1310347527464652803, 'id_str': '1310347527464652803', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/Ei9KjryXcAErKf4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9KjryXcAErKf4.jpg', 'url': 'https://t.co/ISA24U027Z', 'display_url': 'pic.twitter.com/ISA24U027Z', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310350120853082112/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
741,[],[],[],"[{'url': 'https://t.co/P7cTESyYMB', 'expanded_url': 'http://cf97.co/wjEH30rc4fc', 'display_url': 'cf97.co/wjEH30rc4fc', 'indices': [30, 53]}]","[{'id': 1310345694482444290, 'id_str': '1310345694482444290', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/Ei9IrkYX0Ag8UMg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9IrkYX0Ag8UMg.jpg', 'url': 'https://t.co/2jGpgEWQk8', 'display_url': 'pic.twitter.com/2jGpgEWQk8', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310348361011286018/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
742,"[{'text': 'KickChildhoodCancer', 'indices': [64, 84]}]",[],"[{'screen_name': 'continentaltire', 'name': 'Continental Tire', 'id': 30981244, 'id_str': '30981244', 'indices': [86, 102]}]",[],"[{'id': 1310338946577174528, 'id_str': '1310338946577174528', 'indices': [145, 168], 'media_url': 'http://pbs.twimg.com/media/Ei9CVFYXkAAKuSE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9CVFYXkAAKuSE.jpg', 'url': 'https://t.co/I5PZwCgBzO', 'display_url': 'pic.twitter.com/I5PZwCgBzO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310340509269921792/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]"
743,"[{'text': 'KickChildhoodCancer', 'indices': [2, 22]}, {'text': 'KickChildhoodCancer', 'indices': [27, 47]}, {'text': 'KickChildhoodCancer', 'indices': [52, 72]}, {'text': 'KickChildhoodCancer', 'indices': [77, 97]}, {'text': 'KickChildhoodCancer', 'indices': [102, 122]}]",[],[],[],"[{'id': 1310336539369537541, 'id_str': '1310336539369537541', 'indices': [125, 148], 'media_url': 'http://pbs.twimg.com/media/Ei9AI91WAAUv8IO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei9AI91WAAUv8IO.jpg', 'url': 'https://t.co/Id7KRMJVb9', 'display_url': 'pic.twitter.com/Id7KRMJVb9', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310338765697802240/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
744,"[{'text': 'KickChildhoodCancer', 'indices': [15, 35]}]",[],[],[],"[{'id': 1310333751193415680, 'id_str': '1310333751193415680', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/Ei89mrEWsAAnx2i.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei89mrEWsAAnx2i.jpg', 'url': 'https://t.co/Vq7yXdwaQQ', 'display_url': 'pic.twitter.com/Vq7yXdwaQQ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310335186685628416/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
745,[],[],[],[],"[{'id': 1310331546663088130, 'id_str': '1310331546663088130', 'indices': [46, 69], 'media_url': 'http://pbs.twimg.com/media/Ei88EmQWsAAKq-1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei88EmQWsAAKq-1.jpg', 'url': 'https://t.co/Bk3Lni8VEc', 'display_url': 'pic.twitter.com/Bk3Lni8VEc', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310332593120968704/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
746,"[{'text': 'cffc', 'indices': [29, 34]}, {'text': 'cf97', 'indices': [35, 40]}]",[],[],"[{'url': 'https://t.co/mPdS3uWHgX', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/09/25/how-watch-chicago-fire-fc-vs-atlanta-united-fc', 'display_url': 'chicagofirefc.com/post/2020/09/2…', 'indices': [41, 64]}]",
747,[],[],[],[],"[{'id': 1310277465856774146, 'id_str': '1310277465856774146', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/media/Ei8Kab2XkAILcJk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei8Kab2XkAILcJk.jpg', 'url': 'https://t.co/8gj6dxCi5w', 'display_url': 'pic.twitter.com/8gj6dxCi5w', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310308232066457600/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
748,[],[],"[{'screen_name': 'AlvaroMedran', 'name': 'Alvaro Medran Just', 'id': 228520427, 'id_str': '228520427', 'indices': [12, 25]}]",[],"[{'id': 1310249103172009985, 'id_str': '1310249103172009985', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/media/Ei70qozWoAAaKip.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei70qozWoAAaKip.jpg', 'url': 'https://t.co/Mw9KL4f2vg', 'display_url': 'pic.twitter.com/Mw9KL4f2vg', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310293129065648131/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
749,[],[],"[{'screen_name': 'timjsinclair', 'name': 'Tim Sinclair', 'id': 106202085, 'id_str': '106202085', 'indices': [56, 69]}]",[],"[{'id': 1310272673315000323, 'id_str': '1310272673315000323', 'indices': [70, 93], 'media_url': 'http://pbs.twimg.com/media/Ei8Io5bWoAANJR6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei8Io5bWoAANJR6.jpg', 'url': 'https://t.co/b62lkoBKBX', 'display_url': 'pic.twitter.com/b62lkoBKBX', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310275576742260738/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
750,[],[],[],[],"[{'id': 1310248223064416258, 'id_str': '1310248223064416258', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/media/Ei7v0R9XYAIaU4b.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei7v0R9XYAIaU4b.jpg', 'url': 'https://t.co/0wC8NRokN5', 'display_url': 'pic.twitter.com/0wC8NRokN5', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310255472553926657/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1638, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}}]"
751,"[{'text': 'KickChildhoodCancer', 'indices': [13, 33]}]",[],[],[],"[{'id': 1310234156144754688, 'id_str': '1310234156144754688', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/Ei7mjdkXcAEQdPL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei7mjdkXcAEQdPL.jpg', 'url': 'https://t.co/FzV4hB7q14', 'display_url': 'pic.twitter.com/FzV4hB7q14', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310240279463682051/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
752,[],[],[],[],"[{'id': 1310206499256496128, 'id_str': '1310206499256496128', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/Ei7Ks3iXgAE4EP5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei7Ks3iXgAE4EP5.jpg', 'url': 'https://t.co/gyl3OZgqz9', 'display_url': 'pic.twitter.com/gyl3OZgqz9', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310210082081304578/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
753,"[{'text': 'SoccerSunday', 'indices': [30, 43]}]",[],"[{'screen_name': 'MLS', 'name': 'Major League Soccer', 'id': 107146095, 'id_str': '107146095', 'indices': [3, 7]}]",[],"[{'id': 1310202619193946115, 'id_str': '1310202619193946115', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/media/Ei7GVyTXcAMLQyb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei7GVyTXcAMLQyb.jpg', 'url': 'https://t.co/iJ14ADUSsF', 'display_url': 'pic.twitter.com/iJ14ADUSsF', 'expanded_url': 'https://twitter.com/MLS/status/1310202624063438849/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'source_status_id': 1310202624063438849, 'source_status_id_str': '1310202624063438849', 'source_user_id': 107146095, 'source_user_id_str': '107146095'}]"
754,"[{'text': 'cffc', 'indices': [32, 37]}]",[],"[{'screen_name': 'novacare', 'name': 'NovaCare', 'id': 1581285193, 'id_str': '1581285193', 'indices': [38, 47]}]",[],"[{'id': 1309965009552838657, 'id_str': '1309965009552838657', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/Ei3vL66WkAMy2Tp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei3vL66WkAMy2Tp.jpg', 'url': 'https://t.co/b6y7CvQ0GJ', 'display_url': 'pic.twitter.com/b6y7CvQ0GJ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1310023852672442368/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
755,[],[],[],"[{'url': 'https://t.co/D3L4YilI3I', 'expanded_url': 'https://twitter.com/ForwardMSNFC/status/1309946431759962113', 'display_url': 'twitter.com/ForwardMSNFC/s…', 'indices': [36, 59]}]",
756,[],[],[],[],"[{'id': 1309873816068411392, 'id_str': '1309873816068411392', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/Ei2o108WsAAbxtd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei2o108WsAAbxtd.jpg', 'url': 'https://t.co/VyXVwcTDNw', 'display_url': 'pic.twitter.com/VyXVwcTDNw', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309998686953508869/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 498, 'h': 623, 'resize': 'fit'}, 'small': {'w': 498, 'h': 623, 'resize': 'fit'}, 'medium': {'w': 498, 'h': 623, 'resize': 'fit'}}}]"
757,[],[],[],[],"[{'id': 1309946254751944709, 'id_str': '1309946254751944709', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/Ei3dLaVX0AUALUB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei3dLaVX0AUALUB.jpg', 'url': 'https://t.co/hNYLaiFJPF', 'display_url': 'pic.twitter.com/hNYLaiFJPF', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309947862269165569/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]"
758,[],[],[],[],"[{'id': 1309883954124779523, 'id_str': '1309883954124779523', 'indices': [14, 37], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309883954124779523/img/yvTkPiuTLi5Jr2nZ.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309883954124779523/img/yvTkPiuTLi5Jr2nZ.jpg', 'url': 'https://t.co/Y3vAF7HYEm', 'display_url': 'pic.twitter.com/Y3vAF7HYEm', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309915643542532096/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1280, 'resize': 'fit'}}}]"
759,"[{'text': 'cffc', 'indices': [32, 37]}]",[],"[{'screen_name': 'ITsavvyLLC', 'name': 'ITsavvy', 'id': 562968362, 'id_str': '562968362', 'indices': [38, 49]}]","[{'url': 'https://t.co/lCJJqP8SFA', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/09/26/scouting-report-fire-aim-cap-six-point-week-sunday-vs-atlanta-united', 'display_url': 'chicagofirefc.com/post/2020/09/2…', 'indices': [51, 74]}]",
760,[],[],[],[],"[{'id': 1309843723438755840, 'id_str': '1309843723438755840', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309843723438755840/img/cydG-ZyHYJoP2aG8.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309843723438755840/img/cydG-ZyHYJoP2aG8.jpg', 'url': 'https://t.co/yea0IupTBP', 'display_url': 'pic.twitter.com/yea0IupTBP', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309862792174931968/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1280, 'resize': 'fit'}}}]"
761,[],[],[],[],"[{'id': 1309620176317566976, 'id_str': '1309620176317566976', 'indices': [42, 65], 'media_url': 'http://pbs.twimg.com/media/Eiy4VDZXsAAWvpw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eiy4VDZXsAAWvpw.jpg', 'url': 'https://t.co/MdfktWB0ba', 'display_url': 'pic.twitter.com/MdfktWB0ba', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309629334198661120/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
762,"[{'text': 'cffc', 'indices': [45, 50]}]",[],"[{'screen_name': 'SolorioHS', 'name': 'Eric Solorio Academy', 'id': 375918861, 'id_str': '375918861', 'indices': [31, 41]}, {'screen_name': 'SNHU', 'name': 'SNHU', 'id': 18989384, 'id_str': '18989384', 'indices': [51, 56]}]","[{'url': 'https://t.co/QRHN28AsEw', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/09/25/chicago-fire-snhu-host-virtual-rompe-las-barreras-job-shadow-experience', 'display_url': 'chicagofirefc.com/post/2020/09/2…', 'indices': [58, 81]}]",
763,[],[],[],[],
764,"[{'text': 'FelizViernes', 'indices': [70, 83]}, {'text': 'VamosFire', 'indices': [95, 105]}]",[],"[{'screen_name': 'VamosFire', 'name': 'Chicago Fire FC', 'id': 1195080879615463425, 'id_str': '1195080879615463425', 'indices': [3, 13]}]",[],"[{'id': 1309551314918146048, 'id_str': '1309551314918146048', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/Eix1-4zXgAAbIHE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eix1-4zXgAAbIHE.jpg', 'url': 'https://t.co/Y2OqFBYzfz', 'display_url': 'pic.twitter.com/Y2OqFBYzfz', 'expanded_url': 'https://twitter.com/VamosFire/status/1309551718745681923/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'source_status_id': 1309551718745681923, 'source_status_id_str': '1309551718745681923', 'source_user_id': 1195080879615463425, 'source_user_id_str': '1195080879615463425'}]"
765,[],[],[],[],"[{'id': 1309504489150439431, 'id_str': '1309504489150439431', 'indices': [21, 44], 'media_url': 'http://pbs.twimg.com/media/EixLZROXYAccmrg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EixLZROXYAccmrg.jpg', 'url': 'https://t.co/XevSJm5ti8', 'display_url': 'pic.twitter.com/XevSJm5ti8', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309505233047957506/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]"
766,[],[],[],[],"[{'id': 1309249750928101381, 'id_str': '1309249750928101381', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/EitkPWDXsAE8sFH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EitkPWDXsAE8sFH.jpg', 'url': 'https://t.co/XFxYY6FnaK', 'display_url': 'pic.twitter.com/XFxYY6FnaK', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309281463498489856/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
767,[],[],[],[],
768,[],[],[],[],"[{'id': 1309248970103947264, 'id_str': '1309248970103947264', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309248970103947264/img/9eg1XR5w1T2ken8M.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309248970103947264/img/9eg1XR5w1T2ken8M.jpg', 'url': 'https://t.co/7NEO7Wk0Qo', 'display_url': 'pic.twitter.com/7NEO7Wk0Qo', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309251267613487108/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1280, 'resize': 'fit'}}}]"
769,[],[],[],"[{'url': 'https://t.co/FC62bILed8', 'expanded_url': 'https://twitter.com/MLS/status/1309228656112340992', 'display_url': 'twitter.com/MLS/status/130…', 'indices': [87, 110]}]",
770,[],[],[],[],
771,[],[],[],[],"[{'id': 1309167772774076421, 'id_str': '1309167772774076421', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/EisZ_UyXkAE3EIC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EisZ_UyXkAE3EIC.jpg', 'url': 'https://t.co/CYATSdX7XO', 'display_url': 'pic.twitter.com/CYATSdX7XO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309170704437448710/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 360, 'h': 450, 'resize': 'fit'}, 'small': {'w': 360, 'h': 450, 'resize': 'fit'}, 'large': {'w': 360, 'h': 450, 'resize': 'fit'}}}]"
772,[],[],"[{'screen_name': 'VamosFire', 'name': 'Chicago Fire FC', 'id': 1195080879615463425, 'id_str': '1195080879615463425', 'indices': [3, 13]}]",[],"[{'id': 1309155631832670222, 'id_str': '1309155631832670222', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/EisOHGcWoA46iqZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EisOHGcWoA46iqZ.jpg', 'url': 'https://t.co/2yribTGDRP', 'display_url': 'pic.twitter.com/2yribTGDRP', 'expanded_url': 'https://twitter.com/VamosFire/status/1309155819771039750/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'source_status_id': 1309155819771039750, 'source_status_id_str': '1309155819771039750', 'source_user_id': 1195080879615463425, 'source_user_id_str': '1195080879615463425'}]"
773,[],[],"[{'screen_name': 'JonnyBornstein', 'name': 'Jonathan Bornstein', 'id': 139907921, 'id_str': '139907921', 'indices': [21, 36]}]",[],"[{'id': 1309142806921916421, 'id_str': '1309142806921916421', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/EisDOA8XkAM2m9V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EisDOA8XkAM2m9V.jpg', 'url': 'https://t.co/EVocHe9oEp', 'display_url': 'pic.twitter.com/EVocHe9oEp', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1309143965401264129/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
